Identifier,Comments,SubTask1,SubTask2
10941,Jin afsaro ne kanoon ka hi balatkar kar liya kanoon aour pm modi ne parda dal diya esi rail me aour kya hoga dosi drm gm rail mantri kanoon aour sabse bada dosi pm modi ek chatra sasan wale ke raj me kanoo ka balatkar,Pessimistic,Criticism
7854,india ke kanun ka kisi ko koi khof nhi i support suriya kaanun❤️,Pessimistic,Criticism
3872,Aap baat mujhe bhout acchi lagi ❤❤❤❤❤,Neutral,None
6432,Kisi bhi ladki ko bhane samjhe,Neutral,None
5424,Bhai report Hoti kha hai........thane me jao to pahle to report Hoti nahi or agar honi hai to paise do jab report likhi jayegi......,Neutral,None
1192,Jo women ke baare me bol de wo mard nahi 😂,Neutral,None
2812,Maykee m onko paraya ghr jaana hai aur sasural m vo paraya ghr se aai hai...to onka actual ghar konsa hai ye kisi ko pata nai👏👏👏 this line has my heart❤❤,Optimistic,Appreciation
10454,Starting mai tou Darr lag gaya tha,Neutral,None
7564,Agar Mera bas chale to ek din me ulat pulat Kar ke rakh dunga Pura palamant ko,Neutral,None
4372,Mam aap or apka dil bhot acha,Neutral,None
10664,Agr aise insan duniya me ho to duniya badal jaye,Optimistic,None
6646,kisne kaha sirf jawan ladkiyo ka rape hota hai? 2months ki baccha se leke 70 saal ki old lady ka bhi hota hai. Aur ladkiya control kho de apni jawanai se to tum ladko ka balatkaar shuru hoga. It's time to think with brain not with what is in your pants.,Pessimistic,Criticism
5146,Desh ko chalane wale hi agr criminal nikle to ye aam baat ho jati hai... Jis desh main jaruri muddon ko chor kar sirf Hindu Muslim ka nara lagaya jayega waha ye aam baat hai... Jahan log dhram k naam pr insaniyat bhul jaye waha ye aam baat hai ... Jahan bhagwan k naam pe logo ko daraya jaye waha ye aam baat hai .... Jahan auraton ki bachpan se hi seemaen nirdharit kar di jayen waha ye aam baat hai ... Saram karlo bhrasht logo jo tum khud ko desh k neta samjhte ho vaasatvik roop se tum desh k keechad ho jispe hath maare ya laat ham khud hi khrab honge ... Jab Auraton k naam pe vote ki bheekh maagte ho kya sirf tabhi yaad aata hai tumhe ki aurat kitni safe hai or kitni unsafe..,Pessimistic,Criticism
10227,yaar tum sab hamesa shirph police aur pm ko kyo doshi dete ho ye Jo ladke Hai Jo aisa Kar rahe Hai vo hamme se hi ek Hai to pahle apni mansikta ko badalni haogi .,Optimistic,Suggestion
2465,Meri ek like Isi subject ke liye.. yaha jaruri tha.,Neutral,None
1779,bhai nahi karni tara sa baat number da do. Call pa kar lana baat. Mujha irritate mat karo. Kyuki tum bina report ka aur bina point wise chigo ko likh raha ho. Girls ki kari gai Discovery boys ki Discovery ka samna kuch nahi hai. Mission mangal ma kitna male's tha pata kar lana. World ka top class teachers kon hai pata kar lana.,Neutral,None
2772,Ak ak Achha point pakda h,Neutral,None
8433,बहन चोद नेतालोग अपने सेफटी के लिए 24 घंटे अपने निगरानी के लिए पुलिस रखते हैं i और पुलिस नेताओ के साथ दोगलापन करते हैं,Pessimistic,Offensive
3099,"Kaunse planet se aaya hai bhai, let me update you , check NCRB which is govt org where most of dowry cases registered are fake, most of DV cases registrered are fake, most of rape cases are false. Itni itcha hai to tumne kitne baari ladkiyo ke kapde pehne hai. Ladkiya ladko se bhi strong hoti hai unko gutter saaf karne ka kaam nahi diya jata nahi army me regular army me combat me bheja jaata hai. Mai aapse sehmat hu ki ladkiya strong hoti hai isliye unki koi madad nahi karni chahiye.",Neutral,None
1703,"soch nhi dear ... Practical baat h... Jo saare ldke nhi smj skte , vhi vaali baat h - "" jo tan laage , so tan jaane "". nd bhgwan na kre kbi esa ho tumare saath , pr jb tk ldkiyon ki saadi nhi hoti , sunate rhte hen sb directly indirectly, k ye thode tumara ghr h , koi aur h ... Mtlb sala jhn paida hue, jhn maa baap hn , Bhai bhn hn , vo apna ghr nhi h ???.. all bullshit ... Or jb saadi ho jaati h , tb glti se jb apne ghr , jara 5 din se jada ruk jao, to sb poochne lgte hn ldkiii ko kb jaari vapis ,,??... Maaayke m rukna jada axa nhi lgta ldkiyon ka saadi k baad. ... Tum kbi nhi smj skte , k apne hi ghr m jb parayon jese behaviour hone lgta h, apne hi ghr jada din rh nhi skte, to vo feeling kese hoti h.. 😊",Neutral,None
5612,"Sabse jaida rape to America main hote hai, kyuki wahan har dusre admi ke pass gun hai. Record check karlo.",Pessimistic,Criticism
10218,omg ky ho gaya hamre desh ke ladko ko hame kitne sarmindagi jelni padti hai in loogo ki vajah se .aisi ek team bbanani hogi cm ko Jo aise ladko ko goli mar do bas in jese kachra minde wale loogon ka safaya ho sake tabhi tik hoga sach main nahi toh ye sab chalta rahega.,Neutral,None
208,Women ko society mai kya!!uske khud k apne ghar mai bhi low feel karaya jata h. Bojh samjha jata h!! What your bro can do and what u cannot do . Start the change from your own houses plz!!!!,Pessimistic,Criticism
1947,eetika Mishra sir I know ki ie muskil h but Ie impossible Nhi h,Optimistic,None
8000,Ese to veshya khadi hoti h is liye pucha hoga,Neutral,None
11875,Aap ek bar ye v bol kr dekh leti ki mujhe help chaihye,Neutral,None
3024,छोटी सी विडियो में इतने सालों की इतनी बडी समस्या आसानी से समझा दी,Neutral,None
1417,"Bakwaas Ladkiya hotels me ladko k sath so rhi h or uske bad kisi or se sadi k bad dowry cases Sadi se phle natural n unnatural sex krti h sadi se phle or sadi k bad husband k relatives p 376,377 cases Wah mere dost reality se dur bat ki wah",Neutral,None
466,"""Proper purposely weak banaya jata hi.""..... Now I'm understand why inta padhnye likhnye ke baad mai hesitate and panic kyu ho jati hi......... 🙏",Neutral,None
3917,Aise logo ko jaan se maar dena chaye bahen,Optimistic,None
7404,Suspend kyun nhi kr dete inn police walo ko free ki income lete h,Pessimistic,Criticism
12135,Ye media walo ko bhi bhagawan satbudhhi de!,Pessimistic,Criticism
3234,sir aap ye itna serious karke bolre hai but hamare yaha to aisa kuch nahi hota sab ko ek hi nazar se dekhte hai halaki women ko zyada izzat dete hai .,Neutral,None
10571,आप सभी सब लड़कियों के साथ तो कोई घटना नहीं होगी कभी भी सुरक्षा अपने हाथ में है,Pessimistic,Criticism
5897,Please share it guyz as much as possible. Taki Feku logon ko phr se bewakoof na banaye,Neutral,None
4554,I am a girl.....my dream is pilot......but economical condition bahat bura hal hain......isliye....nahi ja paya....,Neutral,None
2489,Leka v toh dheere dheere ghore mein aata hai sabke sath... Kuch v mtlb😅😅,Neutral,None
11679,कुछ दिन पहले मुम्बई मे भी हुआ उसका क्या?,Neutral,None
10625,good aise hi sab hone chahiye.,Optimistic,None
8052,Raksha Bandhan ka festival manane wala ish desh me ladkiyo ki Raksha kab hogi 😡😡😡,Neutral,None
4940,Ye desh to safe ho jyega ruko ruko !,Optimistic,None
7890,In bhooosadiwalo ka L**D kaat do phir nanga parade nikaalo aur phir chhod do... khud suicide kar lenge ... jeene ki aukaat nahi hai inki,Pessimistic,Offensive
3170,abbe idiot ladke... Jisne bhi kiya hai ek chiz yaad rakhna.... Desh ki ladkiyan age badegi tabhi desh age badegi tum jaise kuch ladko ki wajah se Ladkiyan age nehi bad rahi.a jate hai rokne tokne keliye..... Aur haa tum apna muh band rakho kyuki rapist bhi boys hi hote hai... Murder bhi ladko ka kam hai karna... Tu ne ek side dikhaya maine ek aur side dikhaya.... Chacha ji,Pessimistic,Offensive
1268,agar khush nahi ho toh khatam kro boundation....chod bhago ghar ko or join kr lo army....or agar zara sa bhi lagta hai ki nahi ho payega tum se toh ye baat soch lo ki army ko ese logo ki zaroorat nahi hai jo kisi ke bhi preasure aake me kuch bhi kr de army officers ka mindset alag hota hai....,Neutral,None
1328,I strongly disagree bro ladka aur ladki bilkul different hay. Kuch cheezo ma ladkay agay hay aur kuch ma ladkiya.,Neutral,None
3554,ladkiyo ki hi galti hota ha kya,Neutral,None
1673,"Ek law lao ki ledki ya ledka ke pichhe jitne bhi paisa invest kie honge parents unko woh paisa lautana hoga.. Aur har mahine jitna kharcha maa, baap ke budhapa pe honge dono Ledka ledki ya fir do ledki, ek ledki jitne bhi honge who share karenge. Aur jab mata pita chal nehin payenge sirf bahu aur beta kyun beti aur jamai bhi unki seva karenge. Fir dekhte hain kaun kya hai. Aur kaunsi 5% aaj kal lekdki marriage ke baad 50% property ke liye case kar di rehi hai. Yeh sab batein sab karte hain kyunki internet pe yeh sab batein bikti hain. Don't respect the gender respect every human beings. Spread love.❤️❤️",Pessimistic,Criticism
1871,You won my heart sir🙂 Going to follow u Pata hai mein jahan rehti hu wahaan shadi ke baad han ladies ko ghoonghat ya parda karna padta h Ham apne sasural me unchi awaaz mein kisi dusri lady ke saamne bhi nhi bol sakti nhi to wo unka disrespect hota h chahe sasural wale hme kuch bhi bole Apni baat rakhne ka haq tak nhi hota Bolne ke liye ye bolte h ki beti bahu ek hoti h Lekin sirf bolne ke liye Beti jahan 10 bhe uth sakti h bahu wahan 6 bhe hi uthegi Beti jahan bistar par so sakti h Bahu wahan apni saas ke saamne sofe tak par nhi beth sakti h Ye to kuch bhi nhi h brother Women's ki condition bohot hi khraab h especially in rajasthan Aur kahin na kahin ladies bhi zimmedar h inn sab me,Pessimistic,Criticism
4934,Kyu be asliyat accept nhi hota kya ?,Neutral,None
7681,SSC long kho to Pani Mein doob ke mar Jana chahie aapse nivedan Hai ki p koi bhi aisa Galti kam isko bahut ganda saja De,Neutral,None
6343,Aaj kl to ladko ki bhi safety nhi h🙄,Pessimistic,Criticism
10333,AUR JAB MAA BAHEN HI CHHOTE KAPDE PAHEN KAR APNI GAAND CHUT KI NUMAAISH KARE. TO PHIR BETA BHAAI NAHI REHTE WOH LOOTERE BAN JAAYE HAIN. AUR INHE MAJBOORI YE AAJKI NANGI AUR BEHAYAA RANDIYAAN KAR DETI HAIN. BETI BACHAAO BETI PADHAAO?,Pessimistic,Offensive
8207,kbhi aao bokaro gad far dange,Pessimistic,Offensive
8398,Yr 7:58 pe gadi ka darwaja khula na !!!!!!!,Neutral,None
9222,2012 damini rape case prove hona ka Baad ma bhi fasi nhi data kya hoga asa das ka,Pessimistic,Criticism
382,"Agar har insane ko pyar ho jay to pyar ho jay to kavi kisi ka rape nahi hoga ,films aur serial nahi sikhata pyar ka sahi mayne",Optimistic,Suggestion
1459,04:25 Mujhe to har ladki reject kar deti he... 😂😂😂,Neutral,None
10700,मै वेट करता हूँ दीदी ऐसे लोगों को दिल से सलाम हैं 🙏🏽🙏🏽🙏🏽👍👍👍,Neutral,None
5992,Very good dhruv apne analysis Kiya,Neutral,None
4396,You are a very Strong girl. Aur sabko aapke jaise thinking rakhna chahiye,Optimistic,None
542,I wish ki aap mere bhai hote ❤,Neutral,None
3262,Bhai fake feminism aur men exploitation par kab bologe,Pessimistic,Criticism
1446,Wow...khas Sab aapki soch ke ho👌👌👌👌👏,Optimistic,None
10298,"रक्षा तो बंदोनो से नहीं होती है टिख है, लेकिन अब्बू से, भाईजान से, मामुजान से, खवंद से, बेटी को, बहु को, दीदी को, कौन बचाएगा ??????",Neutral,None
543,Aaj first time suna apko..... Too good,Neutral,None
6560,Ha aurat yo inke baap ki Jagir hai jo utha kr le gye or rap kra or fek gye are mam police wala konsa acha hoga ya hote hai,Neutral,None
923,Ye to nahi bataya ki agar ladki successful banjaye to vo unsuccessful ladke se shadi nahi krti prr ladka successful bnjaye to vo unsuccessful se shadi krleta hai,Pessimistic,Criticism
12329,ई का चुतिपया है बे ABP News वालों का रात में एतना बजे अकेले खड़ी रहेंगी तो कोई भी पूछेगा...,Pessimistic,Offensive
4101,Aap ab bhi beautiful ho Dil se,Neutral,None
5422,aap Congress ke bare me jyada bat nhi krte ?,Neutral,None
6992,Jo TV ripoter hai ager uska bhai bhi hotato yhi karta jo enhone kiya hai aajkal sb hi yes hote hai,Neutral,None
8234,shame bjp daave krti k women empowerment ki or dekho empowerment ...see,Pessimistic,Offensive
12452,Agar aise hi sahi logo ko galat tarike se project kiya jaega to aage koi v ladki ko help k liye puchega v nahi ..aur phir tum log hi bologe ki insaaniyat nahi bachi ab inme...??????,Pessimistic,Criticism
6165,"BJP waalo ne pehle hi keh Diya tha ""beti bachao"" slogan logo ne theek se nai suna tha ab aage tmlogo ki Galti hai",Neutral,None
12627,Sonali Bhushan london safe hai .....verbal ladiyo say poochte hai dating ke liye yaha bhi but agar ladki ne na kiya toh kisi ki himmat nahi hai ladki ko stalk karne ki leave alone physical touch without their permission.,Neutral,None
11920,Gaandu ki tarah khari rahogi to log o ko lgega hi ki koi problem hi...Puch die to isme galat kyaa hii bharwo,Pessimistic,Offensive
2596,Arre bhai..agar is duniya me koi rights women ko diya hai to vo hindu dharm hai..nhi to islam me kale kapde me lapet kr jo potai hoti hai vo allah hi bayan krega.. isliye zada gyan chodna bnd kro agr ek bap ki aulad ho to jakr muslim ladkiyon ki zindagi bchao...,Pessimistic,Offensive
3417,आप मेरे आदर्श बन गई हैं आज से मैं खुद से prommis करती हुँ की जब भी तकलिफ होगी socaity से तो मैं आपको नजरो के सामने रखुगी,Neutral,None
12645,Ab tak ka best vdo muje Patna ka hi laga help k liye. Warna Delhi mai ye help k liye koi puchta v nhi seedhe ye kehta Chale madam oyo hotel mai. Wo toh tum log shukriyaada kro ki ye pata hai . Issi liye help krne k liye log aage aa v gye. Nhi toh koi or place hota na toh direct hotel chalne k liye kehta.,Pessimistic,Criticism
9997,kya lund bakchodi hai be...ladka khada hota to koi aata kya ??,Pessimistic,Offensive
5938,Experts mein kon kon krte h ranking.....,Neutral,None
8717,aj desai abe bhai phele aa..or reh kr dekh....fir bolio..hai ya nhi..bina dekhe mt bola kr,Neutral,None
9948,inay Malik Haan crime rates Delhi NCR ke high hai. To NCR ke baare me kuch kehna chahenge aap? What about Gurgaon?,Pessimistic,Criticism
5779,And bhakts say wah.. india top py aa gya...tarraki kr rha h india😂😂😂😂,Neutral,None
4814,"Seriously,jab koi india par proud karta hai aur jab koi awaz uthane wale par galiya barsata hai aur scammers par proud feel karta hai toh boht bura lagta hai! Abhi recently ek scammer ko log intelligent keh rahe the aur Jacqueline par apni gandgi thop rahe the!",Neutral,None
11590,"Ye kbhi dalit Kabi Modi Kabi. Kabi. Koi. Khha.......,s samprday .or. T RP .",Pessimistic,Criticism
4205,Aapki sari baat sahi hai 🥺🥺,Neutral,None
2631,Aurath ki aazaadi mulk aur Ghar ki barbaadi hai.Western world is the best example and now India is on the same path.,Neutral,None
1322,Ye ladko ka atya chaar mene b saha.. bht pareshaan Kate h ye ladke.. or kisi ne kuch nahi bola sub us ladko support kiye.. hang up hoke.. society me koi kiwi ne kuch nahi bola ki ladki ko q pareshaan lar rha h.. bs sab apke aap ko paise wale bante h or garib ghr k ladkiyo ko dabaya jata h.. not even 1 ladki ne b stand nh liye ki koi ladki ko pareshaan kar rha h to bole.. bs tamasha dekho,Neutral,None
